CH4 6190,606.50,639.50,3.00,1.78
CH4 6680,646.50,676.50,2.00,1.20
CH4 6825,678.50,689.50,2.00,-0.36
CH4 7050,692.50,711.50,2.00,0.55
CH4 7250,712.50,755.50,3.00,7.18
CH4/NH3? 7900,756.50,825.50,3.00,19.32
CH4 8420,830.50,847.50,3.00,0.51
CH4 8620,848.50,873.50,3.00,-0.89
CH4 8890,874.50,912.50,3.00,16.14
